From,To,Population,Time Offset,Curve,Avatar,Profile,Init Action,Give Tokens...
train3line1ArrivingP2S2,trainSeatsP3,3,,,Green_LowPoly,DefaultProfile,waitOnP3_4,trainTicketP3
train3line1ArrivingP2S2,trainSeatsP4,3,,,Green_LowPoly,DefaultProfile,waitOnP3_4,trainTicketP4
train3line1ArrivingP2S2,gateS2,13,,,Green_LowPoly,DefaultProfile,,
train3line1ArrivingP2S2,trainSeatsP1,1,,,Orange_LowPoly,fatSlowLazy,waitOnP1_2,trainTicketP1
train3line1ArrivingP2S2,trainSeatsP3,1,,,Orange_LowPoly,fatSlowLazy,waitOnP3_4,trainTicketP3
train3line1ArrivingP2S2,trainSeatsP4,1,,,Orange_LowPoly,fatSlowLazy,waitOnP3_4,trainTicketP4
train3line1ArrivingP2S2,gateS2,3,,,Orange_LowPoly,fatSlowLazy,,
train3line1ArrivingP2S2,trainSeatsP1,10,,,Blue_LowPoly,slimFastActiv,waitOnP1_2,trainTicketP1
train3line1ArrivingP2S2,trainSeatsP3,10,,,Blue_LowPoly,slimFastActiv,waitOnP3_4,trainTicketP3
train3line1ArrivingP2S2,trainSeatsP4,10,,,Blue_LowPoly,slimFastActiv,waitOnP3_4,trainTicketP4
train3line1ArrivingP2S2,gateS2,45,,,Blue_LowPoly,slimFastActiv,,
